id,text,label,emoji,tag
2030,a deal was negotiated between <user> and <allcaps> gtaa </allcaps> . that deal was is hidden and built into the pricing of <hashtag> upx </hashtag> tix . why all the secrecy ? <hashtag> t opoli </hashtag>,0,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
2031,when santa looks up my name 😏 🙅 👑 <hashtag> sassy </hashtag> <hashtag> naughty </hashtag> <hashtag> or </hashtag> <hashtag> nice </hashtag> <hashtag> insta good </hashtag> <hashtag> insta daily </hashtag> <hashtag> christmas </hashtag> . <repeated> <url>,0,"🙅,😏,👑","<hashtag>,<url>,</hashtag>,<repeated>"
2032,there are things we are made to go through to harm us but to given us a lesson to teach to someone weaker,0,,
2033,<user> y r women considered inferior 2men by society even wen in most of d families 2 day men need women 4decision making ! <laugh>,1,,"<laugh>,<user>"
2034,"studying up on narcissism . the more i read up , the more i am afraid i have this disorder ! <repeated> <hashtag> center of the universe </hashtag>",1,,"<hashtag>,</hashtag>,<repeated>"
2035,had to take a <hashtag> patio pics </hashtag> snow falling still . this was totally clear when i went to sleep . <hashtag> wcco </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
2036,<user> you are on my people who antagonize me list . <url> via <user>,0,,"<url>,<user>"
2037,<user> <user> <user> jamie took over my account . do not worry,0,,<user>
2038,<allcaps> saic </allcaps> design directors on trends and advice to students <url>,0,,"<url>,</allcaps>,<allcaps>"
2039,"<user> i hope you know how much we really loved you here in philly . to the greatest shortstop in phillies history , thank you !",0,,<user>
2040,<user> sig ni fi cant witter,1,,<user>
2041,wow am i glad that i have to cycle through this weather .,1,,
2042,<user> wait . <repeated> there ' s a new wii u ?,1,,"<repeated>,<user>"
2043,someone i work w does not let his kids believe in santa because he ' s mythical and at odds w church dogma . <allcaps> i really </allcaps> want <number> explain <number> him,1,,"</allcaps>,<allcaps>,<number>"
2044,me my stomach is upset . my stomach <allcaps> i am more than upset </allcaps> !,1,,"</allcaps>,<allcaps>"
2045,<allcaps> uk pm </allcaps> making sure child abusers are brought to justice . i can assume people will be brought to justice <hashtag> lies </hashtag> <url>,1,,"<url>,</allcaps>,<allcaps>,</hashtag>,<hashtag>"
2046,a tiring selfiee ! <repeated> but yet looks <hashtag> freshh </hashtag> <tong> aftr long work ! <repeated> i love unii <url>,1,,"<url>,<tong>,</hashtag>,<hashtag>,<repeated>"
2047,<time> too damn early in south carolina . <repeated> what a shitty state to be proud of,0,,"<repeated>,<time>"
2048,i love being on hold . especially when the music is so great .,1,,
2049,"<user> you guys sure screwed this up royally . i am happy for lester , the brain trust over there sucks . <hashtag> nice job </hashtag> <hashtag> lester to chicago </hashtag>",1,,"<hashtag>,</hashtag>,<user>"
2050,do . <repeated> or do not . there is no try . <hashtag> yoda </hashtag> do . do not . try . try again . repeat until you get it right . <hashtag> jarrod davis </hashtag>,0,,"<hashtag>,</hashtag>,<repeated>"
2051,"there ' s a reason i do not tell my parents anything , cause i always get <allcaps> the </allcaps> most positive responses",1,,"</allcaps>,<allcaps>"
2052,<user> apricots pears and boozy belgian goodness . a winter warmer .,0,,<user>
2053,yay for knee machines ! <url>,1,,<url>
2054,🎉 it ' s monday ! 🎉,1,🎉,
2055,yay for no longer having a vehicle ! 😔 😞,1,"😔,😞",
2056,i <hashtag> may </hashtag> or may be <hashtag> watching </hashtag> <hashtag> rockos </hashtag> <hashtag> modern </hashtag> <hashtag> life </hashtag> . <repeated> <hashtag> forever a 90 s kid </hashtag>,0,,"<hashtag>,</hashtag>,<repeated>"
2057,<user> lol how and what is a cthulhu ? <repeated> funny autocorrect so helpful,1,,"<repeated>,<user>"
2058,i love waking up late and sick during dead week . <hashtag> the best </hashtag>,1,,"<hashtag>,</hashtag>"
2059,<user> <user> but they did uncover the hidden arsenals of <allcaps> wmd </allcaps> in iraq as a result of the torture enhanced interrogation,1,,"</allcaps>,<allcaps>,<user>"
2060,montana of <number> <number> <allcaps> the best </allcaps> versace remix <allcaps> in the </allcaps> . <repeated> <url> this dude goes off,0,,"<url>,</allcaps>,<allcaps>,<number>,<repeated>"
2061,<allcaps> wow </allcaps> ! <repeated> really ? <repeated> homework in the weekends ? ! <repeated> <hashtag> talking about </hashtag> <hashtag> the teachers </hashtag> 😡 😡,1,😡,"</allcaps>,<allcaps>,</hashtag>,<hashtag>,<repeated>"
2062,"oh yeah , that was funny as hell too , <user> <user> <user> <user> <user> <user> <user>",0,,<user>
2063,yet another rainy goshen concert night ☔ 🎻 <hashtag> surprised </hashtag>,1,,"<hashtag>,</hashtag>"
2064,<user> has passed <user> as the world ' s most valuable <hashtag> startup </hashtag> ! <hashtag> growth </hashtag> <hashtag> nyc </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<user>"
2065,<hashtag> eu </hashtag> foreign affairs committee meps to discuss lebanon with prime minister <url>,0,,"<hashtag>,<url>,</hashtag>"
2066,a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk still time for grumpy to return,1,,
2067,<user> someone ' s on the defensive . <repeated> if the shoe fits 🐸 ☕ ️,0,☕,"<repeated>,<user>"
2068,what ' s the correct word for racism towards white people ? there is none . <hashtag> racism </hashtag> <hashtag> is </hashtag> <hashtag> good </hashtag> <hashtag> 4 anyone </hashtag>,0,,"<hashtag>,</hashtag>"
2069,<user> thx 4flw ! flwthemusic <user> <user> <allcaps> we r </allcaps> <hashtag> elektrik bloom </hashtag> <hashtag> elektrik fantasy </hashtag> <hashtag> iwant 2 drift </hashtag> <hashtag> elev 8 the underground </hashtag> !,0,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
2070,<hashtag> venezuela </hashtag> controlled <hashtag> moscow </hashtag> junta genocides peaceful protest of <hashtag> chechen </hashtag> miners in <hashtag> grozny </hashtag> . <url>,1,,"<hashtag>,<url>,</hashtag>"
2071,when you show your valid <number> <number> railcard and shes charges you full price anyway . great service from tamworth <user>,1,,"<number>,<user>"
2072,and <elongated> we are back in the er . hooray for no sleep !,1,,<elongated>
2073,roman mythology gets me so <elongated> pumped,1,,<elongated>
2074,"oh crap , mac shutdown corrupted iphoto so hours of rebuild ahead , so might as well eat and drink ! <hashtag> festive fatty bum bum </hashtag>",0,,"<hashtag>,</hashtag>"
2075,dark grass does rustle . w <elongated> . monstermmorpg . com <hashtag> bra kiest </hashtag> by <hashtag> monster mmorpg </hashtag> <hashtag> mt121 </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<elongated>"
2076,"<user> <user> would you have said in the 1 8 0 0 s , why is <allcaps> gop </allcaps> against africans being brought here ? do any of them want to pick cotton ?",0,,"</allcaps>,<allcaps>,<user>"
2077,<user> oh haha no they ain ' t 😂 😂 you ain ' t even seen em,0,😂,<user>
2078,the of <hashtag> american </hashtag> <hashtag> protesters </hashtag> calling for an end to <hashtag> racial profiling </hashtag> while holding signs referencing <hashtag> black people </hashtag> <hashtag> i cant breathe </hashtag>,1,,"<hashtag>,</hashtag>"
2079,since when did train fare get so expensive ? <repeated> jesus ! might aswell of drove . <repeated> shame i am drinking,1,,<repeated>
2080,you are so cool !,1,,
2081,"<user> i feel bad for the american people , now we should invade their country in kill their children so we can save them",1,,<user>
2082,the worst is when they consider things like conservative tribune as a credible source of information . totally not bias .,1,,
2083,"<user> <user> . <user> has warned <user> about bassem . heck , they might already know him ! <hashtag> ferguson </hashtag> <hashtag> nyc </hashtag>",0,,"<hashtag>,</hashtag>,<user>"
2084,hahahaha ! <repeated> <hashtag> hypocrisy </hashtag> mt <user> katie hopkins calls russell brand a bully . <repeated> <url>,1,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
2085,<user> <user> by definition placing money on the outcome of anything is gambling ! choosing to deny this is self delusion,0,,<user>
2086,<hashtag> canned </hashtag> <hashtag> food </hashtag> <hashtag> lot </hashtag> <hashtag> of </hashtag> <hashtag> space </hashtag> <hashtag> interior decor </hashtag> please rt <url> <url>,0,,"<hashtag>,<url>,</hashtag>"
2087,<user> <user> to be fair he looks like he ' s lost a lot of weight since his amazingly successful halcyon leeds ' days !,1,,<user>
2088,i just love <elongated> bein short and having my sweatpants go all the way under my feet its so fun . <repeated> 💩,1,,"<elongated>,<repeated>"
2089,rants about being pregnant and judged for buying a bottle of wine . poses weekly for belly pics in front of wine rack . or <hashtag> fail </hashtag> ?,0,,"<hashtag>,</hashtag>"
2090,<url> so ugly size <allcaps> small </allcaps> christmas sweater cardi basic editions holiday vintage <url>,0,,"<url>,</allcaps>,<allcaps>"
2091,chenua achebe when things fall apart,0,,
2092,good crowd at the independence bowl . <repeated>,1,,<repeated>
2093,perty sunrise <hashtag> fs100 </hashtag> timelapse of the mountain <url>,0,,"<hashtag>,<url>,</hashtag>"
2094,check out my new post ! myfairdaily <number> things i have been loving lately <url> <hashtag> l bloggers </hashtag> <hashtag> holidays </hashtag> <hashtag> my fair daily </hashtag> <hashtag> favorites </hashtag>,0,,"<hashtag>,<url>,<number>,</hashtag>"
2095,. <user> alert the media ! some guy on twitter has un cited proof that evolution is wrong ! let us get his nobel prize ready !,1,,<user>
2096,went to check on <number> cause it was way late for sleeping and <allcaps> bam </allcaps> she was never here . why did no1 find it important to tell me this ? <repeated>,0,,"<number>,<allcaps>,<repeated>,</allcaps>"
2097,<user> fact we have a liberal school system . yes i am conservative . no that does not make me racist . before you accuse me of that,0,,<user>
2098,<user> please give me a follow back .,0,,<user>
2099,<allcaps> omg yes </allcaps> . <time> <allcaps> finals on a friday are my favorite </allcaps> . 😍 ❤ ️ 💁,1,"❤,😍,💁","</allcaps>,<allcaps>,<time>"
2100,few things are more amazingly wonderful than getting up early on a monday morning to start the work week ! <repeated> <hashtag> need more sleep </hashtag> 😴 💤 😕,1,"😕,😴","<hashtag>,</hashtag>,<repeated>"
2101,<user> but it has to be fake ! <repeated> where are all the stars ? <repeated>,1,,"<repeated>,<user>"
2102,next day makeup just looks so hawt 💋,1,💋,
2103,. <user> i love the <hashtag> gamergate </hashtag> concept of harassing and spamming porn at any critics as proof that you are not a hate group .,1,,"<hashtag>,</hashtag>,<user>"
2104,westbrook <number> points on <number> shots ok ok i see you working,1,,<number>
2105,you can spit on a rose but it ' s still a rose . <hashtag> contempt </hashtag> <hashtag> mockery </hashtag>,0,,"<hashtag>,</hashtag>"
2106,choose your words carefully hurting someone feelings is not the right way to go .,0,,
2107,the spicy cali roll is just cali roll with a dab of sauce on it <allcaps> w t f </allcaps>,0,,"</allcaps>,<allcaps>"
2108,hiding in plain sight . by <hashtag> michael beerens </hashtag> <url> <hashtag> graffiti </hashtag> <hashtag> street art </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
2109,<user> i can not stand watching a <hashtag> u kvs lou </hashtag> game with a louisville fan ! they are as bad as steelers fans . <hashtag> bbn </hashtag> <user>,1,,"<hashtag>,</hashtag>,<user>"
2110,i cant even watch anime in japan . <repeated>,1,,<repeated>
2111,<hashtag> m iley </hashtag> <hashtag> cyrus </hashtag> <hashtag> is </hashtag> <hashtag> the </hashtag> <hashtag> bad </hashtag> <hashtag> influence </hashtag> – sources say patrick schwarzenegger is ! miley cyrus has been dating . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
2112,auntie just called and said shes on her way . <repeated> i better get dressed then 😲 😂 😂,0,😂,<repeated>
2113,how the fuck do u come out of a commercial injury break w a delay of game ? <hashtag> redskins </hashtag>,0,,"<hashtag>,</hashtag>"
2114,gotta baps that hoe thou,0,,
2115,knock knock <hashtag> sketchy </hashtag> <hashtag> dignity </hashtag> <hashtag> smile </hashtag> <hashtag> fun times </hashtag> <hashtag> brothers keeper </hashtag> <hashtag> who s on first </hashtag> <hashtag> holiday </hashtag> <hashtag> shenanigans </hashtag> . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
2116,putin praising constitutional court for defending against ' arbitrary action on the part of the government <url>,1,,<url>
2117,<user> my jambo buddy sees a more scottish identity emerging for <allcaps> hmfc </allcaps> . the john wilson types can travel to govan .,1,,"</allcaps>,<allcaps>,<user>"
2118,the last time i will get up at <time> i will miss this,1,,<time>
2119,<user> <user> <user> because as long as she ' s a victim she will have white knights trying to save that damsel in distress .,1,,<user>
2120,can not wait to work with the dream team again today ! <repeated> <hashtag> deli lyfe </hashtag> 🙈,1,🙈,"<hashtag>,</hashtag>,<repeated>"
2121,<url> now in the <allcaps> malls </allcaps> ! <allcaps> take years off your skin </allcaps> ! <allcaps> seacret </allcaps> minerals from the dead sea ! <repeated> <url>,0,,"<url>,</allcaps>,<allcaps>,<repeated>"
2122,when some archers fight with supple bows the way hoplites fight with stiff spears . <hashtag> archer </hashtag> <hashtag> hoplite </hashtag> <hashtag> bow </hashtag> <hashtag> spear </hashtag>,1,,"<hashtag>,</hashtag>"
2123,i can not wait to jump in my bed tonight and sleep ! 😴 <hashtag> so tired </hashtag>,0,😴,"<hashtag>,</hashtag>"
2124,<user> what is your argument ? <number> / <money> for butler > <number> / <money> for morales ?,0,,"<money>,<number>,<user>"
2125,<user> <user> well it ' s not any worse or better than ' stark raving ',0,,<user>
2126,<user> i do <number> or <number> times a week <happy> lol i can not do <number> <sad>,0,,"<happy>,<number>,<sad>,<user>"
2127,"jim ' s cookies won , nikki ' s killed , but everyone needs to go to <user> to enjoy <user> ' s amazing pastries ! <url>",0,,"<url>,<user>"
2128,because learning for the finals is fucking amazing .,1,,
2129,"<user> oh , come on . give her a chance with her trust worthy <allcaps> sns </allcaps> warriors and her followers in that uber right wing portal .",1,,"</allcaps>,<allcaps>,<user>"
2130,<user> heh as if <user> and average work in the same sentence !,1,,<user>
2131,he has all the virtues i dislike and none of the vices i admire . winston churchill,0,,
2132,day <number> . going to the dr for <number> cause i am <percent> sure she has strep <hashtag> awesome </hashtag>,1,,"<hashtag>,<number>,</hashtag>,<percent>"
2133,"<user> marvellous ! sounds nothing like any jingle bells song i have ever heard ! i can see you in mismatched socks , tights and cricket gear <happy>",0,,"<happy>,<user>"
2134,how half of the world is suffering from obesity and the other half is dying of famine ! <repeated>,1,,<repeated>
2135,love working and be exhausted all the time,1,,
2136,what i did for my food at the spanish party ! <url>,0,,<url>
2137,friday hilarity the <allcaps> cso </allcaps> of <hashtag> sony </hashtag> just picked up a <user> award for <hashtag> security </hashtag> <url> <hashtag> sony hack </hashtag>,1,,"<url>,</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
2138,<user> <hashtag> isis </hashtag> flag above merry christmas is just to much <hashtag> black humor </hashtag> and . <repeated> prayers to hostages ! <repeated>,0,,"<hashtag>,</hashtag>,<repeated>,<user>"
2139,<user> to you too . <happy> 👍,0,👍,"<happy>,<user>"
2140,i really need to get my nails and eyebrows done tomorrow 😁 been slacking on that <hashtag> cool </hashtag> 💅 🙅 💁,0,"🙅,😁,💁","<hashtag>,</hashtag>"
2141,when some naturopaths sell aromatic herbs the way apothecaries sell noxious poisons . <hashtag> naturopath </hashtag> <hashtag> apothecary </hashtag> <hashtag> herb </hashtag> <hashtag> poison </hashtag>,1,,"<hashtag>,</hashtag>"
2142,gym and i are gonna have a real <elongated> nice date tomorrow . <hashtag> i m going to struggle </hashtag> <hashtag> vsfs 2014 </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>"
2143,"you know what ' s awesome ? when all your gear sliders , dolly , monitor , etc gets delivered the end of filming . <hashtag> somadat band handadorama </hashtag>",1,,"<hashtag>,</hashtag>"
2144,"<user> <user> <user> <user> <user> come on lads , you are fucking better than this shite you keep showing",0,,<user>
2145,"the worst part about it is the crosswalk is a memorial to a kid who was killed by a nigga just like <allcaps> him </allcaps> , who did not stop .",1,,"</allcaps>,<allcaps>"
2146,<user> they can use white / maroon xmas trees <happy>,1,,"<happy>,<user>"
2147,"<user> at the same length , we should not forget about the fundamental communal sanghi hindu fanatic <allcaps> rss </allcaps> in our backyard .",1,,"</allcaps>,<allcaps>,<user>"
2148,um <elongated> can i please have <user> for christmas ? ! <repeated> dang he looks great tonight . why did i not go to this thing tonight ?,0,,"<elongated>,<repeated>,<user>"
2149,it ' s too early to be awake ! 😖,0,😖,
2150,<user> <user> because bill makes too much money making speeches now and he ' s so honest <happy>,1,,"<happy>,<user>"
2151,<user> <user> unity we stand all white people .,1,,<user>
2152,i did not know the story of noah had transformers in it . man the modern biblical tale kills <elongated> it . <hashtag> what are the living rock people for </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>"
2153,<user> u simply cant win with <user> if it is twitter fight ! <repeated> <tong>,0,,"<tong>,<repeated>,<user>"
2154,ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it . small cozy wedding it is,1,,
2155,"let us just hope nene is not too hurt . day to day instead of week to week , please . <hashtag> praying </hashtag> <hashtag> basketball gods </hashtag>",0,,"<hashtag>,</hashtag>"
2156,<number> and half hour walk <hashtag> proud </hashtag>,0,,"<hashtag>,<number>,</hashtag>"
2157,my favorite part of dislocating my shoulder is now being able to feel it roll around in the socket,1,,
2158,"<user> ha yeah which is your opinion , which like mine , means nothing <wink> they are in .",0,,"<wink>,<user>"
2159,i was watching birds fly during this photo . <url>,0,,<url>
2160,it ' s funny because your a fake ass bitch <happy> <hashtag> your atruefriendtoher </hashtag>,1,,"<happy>,<hashtag>,</hashtag>"
2161,"it ' s a good thing obama opened up cuba in his first term , and did not wait until all his elections were over . <hashtag> cuba </hashtag>",1,,"<hashtag>,</hashtag>"
2162,okay back to studying for math final,0,,
2163,". <repeated> <user> keeping the big channels big , and the little channels irrelevant since <number> . <hashtag> good job </hashtag>",1,,"</hashtag>,<user>,<hashtag>,<number>,<repeated>"
2164,2 v4 s and d matches are just so fun . <repeated>,1,,<repeated>
2165,wow tim hortons cobourg is really on their a game today,1,,
2166,us looking sexy <hashtag> meh rocking my blu monsoon t shirt </hashtag>,1,,"<hashtag>,</hashtag>"
2167,<user> hahahaha love it mate . have a good 1 xx,0,,<user>
2168,two broke rednecks father / daughter riffing team who make fun of old educational films n more <url> <url>,0,,<url>
2169,welp ! back to the drawing board 😣 <hashtag> mua </hashtag> <hashtag> sike </hashtag> <hashtag> eyeliner </hashtag> <hashtag> fail </hashtag> <hashtag> makeup </hashtag> <hashtag> natural girl </hashtag> . <repeated> <url>,0,😣,"<hashtag>,<url>,</hashtag>,<repeated>"
2170,fleury with <number> shut outs so far on the season . he ' s still not good though,1,,<number>
2171,<user> wow u brought down xbox live arnt you amazing why do not you do something more productive like grow up,1,,<user>
2172,<user> i liked . <repeated> do not regret anything that made you smile . <repeated> ha ha,0,,"<repeated>,<user>"
2173,<user> <user> they r no less than the <allcaps> bcci </allcaps> and arnab keeps bashing them on the news hour,1,,"</allcaps>,<allcaps>,<user>"
2174,<user> me and you are the only ones that love it 😆 🎅 🎉 🎶,0,"😆,🎉,🎅",<user>
2175,"<hashtag> orion launch </hashtag> go , no go , go , no go . i am getting dizzy . <repeated> imagine if there was a crew in there how stressful would this be ? ! <repeated>",0,,"<hashtag>,</hashtag>,<repeated>"
2176,vcac looks like an even bigger bag of hurt than vcd <url>,0,,<url>
2177,people are loving this funk . let us keep the tweet going on . <url>,0,,<url>
2178,<user> glad to see someone has finally realised how funny mark lawrenson is and given him more work . he is a hoot . <hashtag> good grief </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
2179,"<user> street lights on during the day in clayville , olifantsfontein . this should not be happening with <hashtag> load shedding </hashtag> problems . on",0,,"<hashtag>,</hashtag>,<user>"
2180,that moment when you have to go to the bathroom but the cleaning lady is in there . <repeated> <hashtag> still holding it </hashtag>,0,,"<hashtag>,</hashtag>,<repeated>"
2181,produce mobile apps <hashtag> blue dream </hashtag> <url> <url>,0,,"<hashtag>,<url>,</hashtag>"
2182,<user> apple jd ? sure,0,,<user>
2183,just realized i have not watched this weeks episode of degrassi . i eventually get around to it .,1,,
2184,"<hashtag> forever </hashtag> <hashtag> young </hashtag> , forever <hashtag> out </hashtag> , forever in <hashtag> our </hashtag> <hashtag> hearts </hashtag> . <hashtag> rip </hashtag> <hashtag> phillip joel hughes </hashtag> . <user> <user>",0,,"<hashtag>,</hashtag>,<user>"
2185,"the silence tastes like wet flowers wet dead dying flowers . flowers without life , fallen pieces of silence .",0,,
2186,the routine texting irks my nerves the most but i guess it ' s the thought that count <hashtag> need anew routine </hashtag>,1,,"<hashtag>,</hashtag>"
2187,"breaking news ! rt <user> mario balotelli is not a team player , according to adel taarabt <url>",1,,"<url>,<user>"
2188,i love not being able to sleep right now .,1,,
2189,now i officially look single . ha the,1,,
2190,im in some place where the word ' job ' means stealing,0,,
2191,one more week then back to sudbury i go ! ❄ ️ lake nepahwin <url>,0,❄,<url>
2192,<hashtag> working </hashtag> . blues . enough . vacation . days <url>,0,,"<hashtag>,<url>,</hashtag>"
2193,i just love not being able to sleep . <repeated> <hashtag> so tired </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>"
2194,always fun when buses do not turn up ! it ' s my favorite waiting outside in the freezing cold for them for like half an hour 😏,1,😏,
2195,dead ? why is this stupidest of memes still perpetuated ?,1,,
2196,but not a grocery store or pharmacy . sensible . <user> offices or apartments ? owners of monroe avenue factory ponder options,1,,<user>
2197,there ' s always that one friend to motivate and make you feel better . el <time> dellah 3 la wjoodch fe 7 ayaty yaa dctortna el jameela < <number> <user>,0,,"<number>,<time>,<user>"
2198,it ' s beginning to look a lot like . <repeated> . <repeated> intravenous ! <hashtag> selfie </hashtag> <hashtag> xmas do </hashtag> <hashtag> xmas party </hashtag> <user> <url>,0,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
2199,"<user> gas below <money> per litre in ottawa . happy holidays . <url> . <repeated> yes , crisis averted",1,,"<url>,<money>,<repeated>,<user>"
2200,good thing i gotta work today 👍,1,👍,
2201,and after being up for over <number> hours i am finally getting some freaking sleep . <repeated> <hashtag> happy holidays </hashtag> <hashtag> always working </hashtag>,1,,"<hashtag>,<number>,</hashtag>,<repeated>"
2202,"love ya jerry , but what the heck was that ?",0,,
2203,oh sprints i love you <url>,1,,<url>
2204,coffee and prioritizing the mess that is me trying to be <hashtag> grown </hashtag> but clearly i am,0,,"<hashtag>,</hashtag>"
2205,<hashtag> mtv stars </hashtag> justin bieber <hashtag> net </hashtag> <hashtag> fast </hashtag>,0,,"<hashtag>,</hashtag>"
2206,alright who was dreaming about me last night because i could not for the life of me fall asleep <url>,0,,<url>
2207,shawn still has not follow me . <repeated> and i am okay with it,1,,<repeated>
2208,"<user> joel olstein , a man who hardly ever mentions jesus in his sermons , is going to talk about the meaning of christmas ?",1,,<user>
2209,song of the day the lights and buzz jack ' s mannequin .,0,,
2210,<user> <user> true n that ' s y we r jaded <allcaps> every year </allcaps>,0,,"</allcaps>,<allcaps>,<user>"
2211,"<hashtag> net </hashtag> <hashtag> neutrality </hashtag> <hashtag> cisco </hashtag> , <hashtag> intel </hashtag> , <hashtag> ibm </hashtag> <hashtag> warn </hashtag> <hashtag> fcc </hashtag> <hashtag> to </hashtag> <hashtag> crack </hashtag> <hashtag> down </hashtag> <hashtag> on </hashtag> <hashtag> is ps </hashtag> more than <number> <hashtag> technology </hashtag> . <repeated> <url>",0,,"<url>,</hashtag>,<hashtag>,<number>,<repeated>"
2212,"ask mystic mona <allcaps> your </allcaps> question ! psychic view , weekdays at <time> <allcaps> pdt </allcaps> <phone> <url> <hashtag> blog talk radio </hashtag>",0,,"<time>,<url>,</allcaps>,<allcaps>,</hashtag>,<phone>,<hashtag>"
2213,"<user> technically , we aint muzlamics until we believe in a guy lost in a cellar as our saviour . <hashtag> true story fam </hashtag>",1,,"<hashtag>,</hashtag>,<user>"
2214,"<user> <happy> go for it . 2 0 th century fox copied me and did 2 1 st century fox , after all . <repeated> , i hasten to add very <emphasis> unlitigiously !",1,,"<happy>,<emphasis>,<repeated>,<user>"
2215,<user> get ready for another one on saturday,1,,<user>
2216,how do we end up talking ? . <repeated> oh wait . <repeated> we do not talk . <repeated> whoops <elongated> <hashtag> cutest couple </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>,<repeated>"
2217,welcome to metro rt <user> thanks to seattle prep for finally removing their starters up <number> with <time> left .,1,,"<number>,<time>,<user>"
2218,<url> <hashtag> school system </hashtag> update <hashtag> textbook </hashtag> lies to support <hashtag> evolution </hashtag> theory . <hashtag> tco </hashtag> . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
2219,the most wonderful advantage of not being a ppl pleasing daft is that there ' s nothing to worry about changing your perspectives adjustments,0,,
2220,<user> <user> lovely on carnoustie beach this morning . <repeated> <hashtag> soggy breeks </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
2221,<allcaps> scratching the night off my eyes </allcaps>,0,,"</allcaps>,<allcaps>"
2222,as if i need more water in my pasture .,1,,
2223,"video by <user> <user> <hashtag> wifey series </hashtag> drops today , with <hashtag> cover models </hashtag> <user> and . <repeated> <url>",0,,"<url>,</hashtag>,<user>,<hashtag>,<repeated>"
2224,<user> <user> <user> <user> do not forget <user> and <user> they are as smart and kind as lovely,0,,<user>
2225,<number> can not end fast enough ! stupid dead battery .,0,,<number>
2226,"dear next person that seeks to educate me on anything <allcaps> please </allcaps> be very educated themselves , which means knowing multiple points of view http . <repeated>",0,,"</allcaps>,<allcaps>,<repeated>"
2227,nothing beats a surprise tetanus shot at the doctor ' s office . <hashtag> blessed </hashtag>,1,,"<hashtag>,</hashtag>"
2228,body language for confidence the easiest thing you can do to make a difference <url> via > <user>,0,,"<url>,<user>"
2229,chillax bitches . 😝 why is my face so squished . <hashtag> fireball </hashtag> <url>,0,😝,"<hashtag>,<url>,</hashtag>"
2230,the word <hashtag> trust </hashtag> coming out of the mouths of <hashtag> holder </hashtag> or <hashtag> obama </hashtag> is just rich with and <hashtag> hypocrisy </hashtag> . <hashtag> irs </hashtag> <hashtag> race baiters </hashtag>,1,,"<hashtag>,</hashtag>"
2231,<user> tried to spell beeyotch and iphone made me spell beyoncé . that ' s fire .,0,,<user>
2232,thank you <user> for live tweeting my morning,1,,<user>
2233,<user> his song angel of death is a good one . it has lyrics bashing the vatican,1,,<user>
2234,"<user> wow , that is just so funny . <repeated>",1,,"<repeated>,<user>"
2235,yay its fucking monday life is so perfect and magical i love everything,1,,
2236,<allcaps> seeing </allcaps> <user> <allcaps> on saturday </allcaps> whaddup <elongated> <hashtag> legend </hashtag>,1,,"</allcaps>,<elongated>,<allcaps>,</hashtag>,<user>,<hashtag>"
2237,"<user> , <user> , women say <number> man asltd them , y so long <number> say sumtin ? and the young 1 s , where the parents ? hotel wit grn ass man ? smh",0,,"<number>,<user>"
2238,"<user> wow , that is some fluent finnish",1,,<user>
2239,the <number> / <number> <percent> is also in the top <number> <allcaps> lol </allcaps> <user> <user> <user> <user>,0,,"<percent>,</allcaps>,<allcaps>,<user>,<number>"
2240,isnt it the best when youre really tired then when you finally get in bed youre wide awake ? <allcaps> i love it </allcaps>,1,,"</allcaps>,<allcaps>"
2241,i adapted the snoopy comic for academic paper submission <tong> reviewer <number> is the stuff of nightmares ! <url>,0,,"<url>,<number>,<tong>"
2242,well on a positive note if i can stay awake for another hour i can go get my blood work done ! fun stuff,1,,
2243,towing company commuter car being towed . <url>,1,,<url>
2244,i can be mad at you for a matter of <number> min then i can not stand not talking to you .,0,,<number>
2245,bday lily painting for <user> 💜 <url>,0,💜,"<url>,<user>"
2246,<user> <user> well are not you the brightest bulb in the chandelier ?,1,,<user>
2247,<user> a kiss on the cheek next time is enough <happy>,0,,"<happy>,<user>"
2248,porygon 2 are found in the w <elongated> . monstermmorpg . com wild . <hashtag> firemen </hashtag> follow <user> <hashtag> paint </hashtag>,0,,"<hashtag>,</hashtag>,<elongated>,<user>"
2249,"she heard him cry and his little fingers and toes were counted and mary exclaimed he ' s <allcaps> perfect </allcaps> ! oh mary , you so cray cray .",1,,"</allcaps>,<allcaps>"
